split,scene_id,observation_index,side_m,visible_neighbours,occupied_cells,multi_neighbour_cells
test,71,7,4.0,4,4,0
test,71,7,8.0,8,4,4
test,72,0,2.0,1,1,0
test,72,0,4.0,3,2,1
test,72,0,8.0,8,5,3
test,72,1,2.0,1,1,0
test,72,1,4.0,3,2,1
test,72,1,8.0,8,5,3
test,72,2,2.0,1,1,0
test,72,2,4.0,3,2,1
test,72,2,8.0,8,5,3
test,72,3,2.0,1,1,0
test,72,3,4.0,3,2,1
test,72,3,8.0,8,5,3
test,72,4,2.0,1,1,0
test,72,4,4.0,3,2,1
test,72,4,8.0,8,5,3
test,72,5,2.0,1,1,0
test,72,5,4.0,3,2,1
test,72,5,8.0,8,5,3
test,72,6,2.0,1,1,0
test,72,6,4.0,3,2,1
test,72,6,8.0,8,5,3
test,72,7,2.0,1,1,0
test,72,7,4.0,3,2,1
test,72,7,8.0,8,5,3
test,73,0,2.0,2,2,0
test,73,0,4.0,4,4,0
test,73,0,8.0,9,5,4
test,73,1,2.0,2,2,0
test,73,1,4.0,4,4,0
test,73,1,8.0,8,5,3
test,73,2,2.0,2,2,0
test,73,2,4.0,4,4,0
test,73,2,8.0,8,5,3
test,73,3,2.0,2,2,0
test,73,3,4.0,4,4,0
test,73,3,8.0,8,5,3
test,73,4,2.0,2,2,0
test,73,4,4.0,4,4,0
test,73,4,8.0,8,5,3
test,73,5,2.0,2,2,0
test,73,5,4.0,4,4,0
test,73,5,8.0,8,5,3
test,73,6,2.0,2,2,0
test,73,6,4.0,4,4,0
test,73,6,8.0,8,5,3
test,73,7,2.0,2,2,0
test,73,7,4.0,4,4,0
test,73,7,8.0,8,5,3
test,74,0,2.0,2,2,0
test,74,0,4.0,4,4,0
test,74,0,8.0,7,4,3
test,74,1,2.0,2,2,0
test,74,1,4.0,4,4,0
test,74,1,8.0,8,5,3
test,74,2,2.0,2,2,0
test,74,2,4.0,4,4,0
test,74,2,8.0,8,5,3
test,74,3,2.0,2,2,0
test,74,3,4.0,4,4,0
test,74,3,8.0,8,5,3
test,74,4,2.0,2,2,0
test,74,4,4.0,4,4,0
test,74,4,8.0,7,5,2
test,74,5,2.0,2,2,0
test,74,5,4.0,3,3,0
test,74,5,8.0,7,5,2
test,74,6,2.0,2,2,0
test,74,6,4.0,3,3,0
test,74,6,8.0,7,5,2
test,74,7,2.0,2,2,0
test,74,7,4.0,4,4,0
test,74,7,8.0,7,5,2
test,75,0,2.0,1,1,0
test,75,0,4.0,4,4,0
test,75,0,8.0,8,4,4
test,75,1,2.0,1,1,0
test,75,1,4.0,3,3,0
test,75,1,8.0,8,4,3
test,75,2,2.0,1,1,0
test,75,2,4.0,3,3,0
test,75,2,8.0,8,5,3
test,75,3,2.0,1,1,0
test,75,3,4.0,3,3,0
test,75,3,8.0,8,5,3
test,75,4,2.0,1,1,0
test,75,4,4.0,3,3,0
test,75,4,8.0,7,5,2
test,75,5,2.0,2,2,0
test,75,5,4.0,3,3,0
test,75,5,8.0,7,5,2
test,75,6,2.0,2,2,0
test,75,6,4.0,3,3,0
test,75,6,8.0,7,5,2
test,75,7,2.0,2,2,0
test,75,7,4.0,3,3,0
test,75,7,8.0,7,5,2
test,76,0,2.0,1,1,0
test,76,0,4.0,3,2,1
test,76,0,8.0,8,5,3
test,76,1,2.0,1,1,0
test,76,1,4.0,3,3,0
test,76,1,8.0,8,5,3
test,76,2,2.0,0,0,0
test,76,2,4.0,3,2,1
test,76,2,8.0,7,4,3
test,76,3,2.0,1,1,0
test,76,3,4.0,3,3,0
test,76,3,8.0,7,4,3
test,76,4,2.0,1,1,0
test,76,4,4.0,3,3,0
test,76,4,8.0,7,4,3
test,76,5,2.0,1,1,0
test,76,5,4.0,3,3,0
test,76,5,8.0,7,4,3
test,76,6,2.0,1,1,0
test,76,6,4.0,3,3,0
test,76,6,8.0,7,4,3
test,76,7,2.0,1,1,0
test,76,7,4.0,3,3,0
test,76,7,8.0,7,4,3
test,77,0,2.0,2,2,0
test,77,0,4.0,4,4,0
test,77,0,8.0,8,4,4
test,77,1,2.0,2,2,0
test,77,1,4.0,4,4,0
test,77,1,8.0,8,4,4
test,77,2,2.0,2,2,0
test,77,2,4.0,4,4,0
test,77,2,8.0,8,4,4
test,77,3,2.0,2,2,0
test,77,3,4.0,4,4,0
test,77,3,8.0,8,4,4
test,77,4,2.0,2,2,0
test,77,4,4.0,4,4,0
test,77,4,8.0,8,4,4
test,77,5,2.0,2,2,0
test,77,5,4.0,4,4,0
test,77,5,8.0,8,4,4
test,77,6,2.0,2,2,0
test,77,6,4.0,4,4,0
test,77,6,8.0,8,4,4
test,77,7,2.0,2,2,0
test,77,7,4.0,4,4,0
test,77,7,8.0,8,4,4
test,78,0,2.0,2,2,0
test,78,0,4.0,4,4,0
test,78,0,8.0,7,5,2
test,78,1,2.0,2,2,0
test,78,1,4.0,4,4,0
test,78,1,8.0,9,5,4
test,78,2,2.0,2,2,0
test,78,2,4.0,4,4,0
test,78,2,8.0,9,5,4
test,78,3,2.0,1,1,0
test,78,3,4.0,4,3,1
test,78,3,8.0,9,5,4
test,78,4,2.0,1,1,0
test,78,4,4.0,4,3,1
test,78,4,8.0,9,5,4
test,78,5,2.0,1,1,0
test,78,5,4.0,4,3,1
test,78,5,8.0,9,5,4
test,78,6,2.0,1,1,0
test,78,6,4.0,4,3,1
test,78,6,8.0,9,5,4
test,78,7,2.0,1,1,0
test,78,7,4.0,4,3,1
test,78,7,8.0,9,5,4
test,79,0,2.0,2,2,0
test,79,0,4.0,2,2,0
test,79,0,8.0,7,5,1
test,79,1,2.0,2,2,0
test,79,1,4.0,2,2,0
test,79,1,8.0,8,5,2
test,79,2,2.0,1,1,0
test,79,2,4.0,2,2,0
test,79,2,8.0,8,5,2
test,79,3,2.0,1,1,0
test,79,3,4.0,3,3,0
test,79,3,8.0,8,5,2
test,79,4,2.0,1,1,0
test,79,4,4.0,3,3,0
test,79,4,8.0,8,5,2
test,79,5,2.0,2,2,0
test,79,5,4.0,3,3,0
test,79,5,8.0,8,4,3
test,79,6,2.0,2,2,0
test,79,6,4.0,3,3,0
test,79,6,8.0,8,5,2
test,79,7,2.0,2,2,0
test,79,7,4.0,3,3,0
test,79,7,8.0,8,5,2
