split,variant,seed,scene_id,primary_id,ADE,FDE
test,no_neighbours,43,71,49,0.5664351582527161,1.1838247776031494
test,no_neighbours,43,72,1,0.5716218948364258,1.1867073774337769
test,no_neighbours,43,73,17,0.5554923415184021,1.1429229974746704
test,no_neighbours,43,74,33,0.46914494037628174,1.015665888786316
test,no_neighbours,43,75,49,0.7452208399772644,1.5240976810455322
test,no_neighbours,43,76,1,0.6462609171867371,1.3277255296707153
test,no_neighbours,43,77,17,0.5517110228538513,1.112214207649231
test,no_neighbours,43,78,33,0.594383180141449,1.1772006750106812
test,no_neighbours,43,79,49,0.6031600832939148,1.1308364868164062
test,small_grid,43,68,1,0.5917953848838806,1.1316242218017578
test,small_grid,43,69,17,0.5909433364868164,1.0884102582931519
test,small_grid,43,70,33,0.7368977665901184,1.4651240110397339
test,small_grid,43,71,49,0.7207922339439392,1.4659281969070435
test,small_grid,43,72,1,0.6572924852371216,1.3149877786636353
test,small_grid,43,73,17,0.5452373027801514,1.0465742349624634
test,small_grid,43,74,33,0.41151466965675354,0.8644963502883911
test,small_grid,43,75,49,0.8532533645629883,1.6775113344192505
test,small_grid,43,76,1,0.6769981980323792,1.3549689054489136
test,small_grid,43,77,17,0.5088164806365967,0.9644295573234558
test,small_grid,43,78,33,0.5858377814292908,1.1239614486694336
test,small_grid,43,79,49,0.7089178562164307,1.2868064641952515
test,large_grid,43,68,1,0.7212066054344177,1.4152058362960815
test,large_grid,43,69,17,0.6887395977973938,1.273255705833435
test,large_grid,43,70,33,0.7333675026893616,1.3903324604034424
test,large_grid,43,71,49,0.7278127074241638,1.4204188585281372
test,large_grid,43,72,1,0.7551829218864441,1.4780913591384888
test,large_grid,43,73,17,0.7008070945739746,1.3710596561431885
test,large_grid,43,74,33,0.5667168498039246,1.176362156867981
test,large_grid,43,75,49,0.9466579556465149,1.8695838451385498
test,large_grid,43,76,1,0.8222511410713196,1.6155740022659302
test,large_grid,43,77,17,0.6665085554122925,1.2656168937683105
test,large_grid,43,78,33,0.7119741439819336,1.3841328620910645
test,large_grid,43,79,49,0.7013306617736816,1.1917870044708252
test,social,44,68,1,0.6474526524543762,1.2823904752731323
test,social,44,69,17,0.6664455533027649,1.3568155765533447
test,social,44,70,33,0.6155366897583008,1.2155334949493408
test,social,44,71,49,0.7415780425071716,1.5475022792816162
test,social,44,72,1,0.726017415523529,1.4432004690170288
test,social,44,73,17,0.6484301686286926,1.4108130931854248
test,social,44,74,33,0.45271992683410645,0.9763011336326599
test,social,44,75,49,0.8501310348510742,1.6815831661224365
test,social,44,76,1,0.7061007022857666,1.4252115488052368
test,social,44,77,17,0.6540213227272034,1.3815925121307373
test,social,44,78,33,0.603923499584198,1.2199808359146118
test,social,44,79,49,0.6702783703804016,1.256878137588501
test,no_neighbours,44,68,1,0.47066211700439453,0.9907240271568298
test,no_neighbours,44,69,17,0.5288722515106201,1.0516999959945679
test,no_neighbours,44,70,33,0.522734522819519,1.0395053625106812
test,no_neighbours,44,71,49,0.491273432970047,1.0728908777236938
test,no_neighbours,44,72,1,0.47723880410194397,1.0351836681365967
test,no_neighbours,44,73,17,0.45745208859443665,0.9737696647644043
test,no_neighbours,44,74,33,0.35048460960388184,0.8357838988304138
test,no_neighbours,44,75,49,0.666612446308136,1.4047050476074219
test,no_neighbours,44,76,1,0.5350894331932068,1.1402806043624878
test,no_neighbours,44,77,17,0.45781755447387695,0.9774684309959412
test,no_neighbours,44,78,33,0.5328679084777832,1.1011124849319458
test,no_neighbours,44,79,49,0.5394648313522339,1.011467456817627
test,small_grid,44,68,1,0.6496410965919495,1.2359764575958252
test,small_grid,44,69,17,0.722034215927124,1.3292701244354248
test,small_grid,44,70,33,0.8259656429290771,1.607723593711853
test,small_grid,44,71,49,0.8369357585906982,1.6301065683364868
test,small_grid,44,72,1,0.7028846144676208,1.3532048463821411
test,small_grid,44,73,17,0.6938897967338562,1.3145899772644043
